"HUC_12","NAME_HUC12","ECOREGION","STATE","Shape_Length","Shape_Area","HUC12","ECOREGION2013L3_1STCODE","STATE_MAJ_2013","PHWA_HEALTH_NDX_ER_2016","PHWA_VULN_NDX_ER_2016","PHWA_LANDSC_SUBNDX_ER_2016","PHWA_HYDRO_SUBNDX_ER_2016","PHWA_GEO_SUBNDX_ER_2016","PHWA_HAB_SUBNDX_ER_2016","PHWA_BIO_SUBNDX_ER_2016","PHWA_WQ_SUBNDX_ER_2016","PHWA_LUVLN_SUBNDX_ER_2016","PHWA_WUVLN_SUBNDX_ER_2016","PHWA_WFVLN_SUBNDX_ER_2016","PHWA_HEALTH_NDX_ER_PCT_2016","PHWA_VULN_NDX_ER_PCT_2016","PHWA_LANDSC_SUBNDX_ER_PCT_2016","PHWA_HYDRO_SUBNDX_ER_PCT_2016","PHWA_GEO_SUBNDX_ER_PCT_2016","PHWA_HAB_SUBNDX_ER_PCT_2016","PHWA_BIO_SUBNDX_ER_PCT_2016","PHWA_WQ_SUBNDX_ER_PCT_2016","PHWA_LUVLN_SUBNDX_ER_PCT_2016","PHWA_WUVLN_SUBNDX_ER_PCT_2016","PHWA_WFVLN_SUBNDX_ER_PCT_2016","PHWA_HEALTH_NDX_ST_2016","PHWA_VULN_NDX_ST_2016","PHWA_LANDSC_SUBNDX_ST_2016","PHWA_HYDRO_SUBNDX_ST_2016","PHWA_GEO_SUBNDX_ST_2016","PHWA_HAB_SUBNDX_ST_2016","PHWA_BIO_SUBNDX_ST_2016","PHWA_WQ_SUBNDX_ST_2016","PHWA_LUVLN_SUBNDX_ST_2016","PHWA_WUVLN_SUBNDX_ST_2016","PHWA_WFVLN_SUBNDX_ST_2016","PHWA_HEALTH_NDX_ST_PCT_2016","PHWA_VULN_NDX_ST_PCT_2016","PHWA_LANDSC_SUBNDX_ST_PCT_2016","PHWA_HYDRO_SUBNDX_ST_PCT_2016","PHWA_GEO_SUBNDX_ST_PCT_2016","PHWA_HAB_SUBNDX_ST_PCT_2016","PHWA_BIO_SUBNDX_ST_PCT_2016","PHWA_WQ_SUBNDX_ST_PCT_2016","PHWA_LUVLN_SUBNDX_ST_PCT_2016","PHWA_WUVLN_SUBNDX_ST_PCT_2016","PHWA_WFVLN_SUBNDX_ST_PCT_2016"
"030202010304","Crooked Creek-Eno River",45,"NC",79886.4898240865,106676629.711856,"030202010304",45,"NC",0.533185058,0.256703651,0.607505255,0.678608837,0.769421256,0.571644254,0.03874569,NA,0.427417452,0.204932124,0.137761378,9.311740891,65.58704453,9.817813765,23.93724696,17.76315789,11.9047619,2.297090352,NA,88.86639676,90.94129555,20.59716599,0.681422898,0.296858063,0.495893828,0.700590578,0.796594154,0.482035928,NA,0.932,0.5457482,0.262409231,0.082416759,25.02986858,77.95698925,4.360812425,21.74432497,33.09438471,7.368421053,NA,48.1918239,94.62365591,92.23416965,20.54958184
"030300020405","Upper Back Creek",45,"NC",49112.2702370074,86566400.308937,"030300020405",45,"NC",0.666556838,0.153008281,0.776196033,0.721864895,0.934203983,0.712088761,0.188430517,NA,0.259642941,0.086220771,0.113161132,26.97368421,26.97368421,35.0708502,38.61336032,71.10323887,25.1266464,21.43950995,NA,64.62550607,77.73279352,14.27125506,0.682970498,0.120302774,0.741386043,0.738920514,0.965860641,0.628085293,NA,0.3406,0.268005438,0.025470991,0.067431894,25.2688172,16.42771804,39.84468339,35.24492234,91.93548387,18.01857585,NA,30.4245283,63.26164875,37.09677419,13.91875747
"030300020407","Lower Back Creek",45,"NC",60733.4227848129,86446257.305747,"030300020407",45,"NC",0.513796703,0.185146242,0.676838585,0.532619676,0.753404222,0.575155367,0.030965664,NA,0.355589275,0.079308246,0.120541205,8.350202429,42.71255061,14.9291498,5.566801619,15.94129555,12.05673759,1.735579377,NA,84.6659919,76.36639676,15.99190283,0.696963135,0.197097937,0.633585933,0.596319563,0.769223017,0.485687162,NA,1,0.411863388,0.107503069,0.071927353,27.65830346,53.28554361,15.05376344,6.272401434,27.35961768,7.554179567,NA,100,90.62126643,72.46117085,16.0692951
"030300020501","Haw Creek",45,"NC",42226.0036931344,73647744.3664557,"030300020501",45,"NC",0.601696515,0.149510107,0.753946349,0.633074368,0.865394521,0.729644324,0.026423015,NA,0.295295586,0.042533629,0.110701107,15.38461538,25.45546559,28.89676113,15.08097166,40.08097166,28.41945289,1.58244002,NA,78.39068826,63.15789474,13.7145749,0.738004332,0.150382808,0.699597461,0.694756652,0.911321753,0.646341463,NA,NA,0.328748874,0.056466142,0.065933407,37.09677419,31.60095579,25.86618877,19.83273596,73.29749104,21.60990712,NA,NA,83.5125448,58.18399044,13.26164875
"030300020502","Meadow Creek-Haw River",45,"NC",57953.1254041366,70654422.5175988,"030300020502",45,"NC",0.665235408,0.132157473,0.804315587,0.662560239,0.909405748,0.80337769,0.146517775,NA,0.254668742,0.016342422,0.125461255,26.77125506,16.44736842,43.31983806,20.5465587,58.14777328,47.46707194,14.13986728,NA,59.61538462,38.76518219,17.15587045,0.764667323,0.119539349,0.751506187,0.750120139,0.913692912,0.72301738,NA,0.685,0.259249634,0.024444087,0.074924326,44.44444444,15.94982079,44.32497013,41.09916368,74.43249701,36.47058824,NA,39.70125786,55.4958184,36.32019116,17.4432497
"030300020503","Cane Creek",45,"NC",53664.3478026738,101641882.663958,"030300020503",45,"NC",0.64671605,0.141434096,0.815116796,0.546556435,0.871368496,0.813911028,0.186627495,NA,0.248016261,0.065584919,0.110701107,22.41902834,21.60931174,47.1659919,6.680161943,42.00404858,50.30395137,20.98009188,NA,21.60931174,72.46963563,13.7145749,0.755005381,0.117215274,0.768291578,0.585908327,0.931850535,0.733971082,NA,NA,0.261759482,0.023952933,0.065933407,41.27837515,14.6953405,51.07526882,5.675029869,80.64516129,39.19504644,NA,NA,57.88530466,35.96176822,13.26164875
"030300020503","Cane Creek",45,"NC",53664.3478026738,101641882.663958,"030501050402",66,"NC",0.707769961,0.305488765,0.78723673,0.758958472,0.802902423,0.717583497,0.472168683,NA,0.234242959,0.014013342,0.668209992,35.41284404,80.18348624,40.91743119,53.76146789,29.17431193,58.71559633,23.66972477,NA,24.95412844,22.01834862,89.90825688,0.646609353,0.15281587,0.793969276,0.770474712,0.836048374,0.832554403,NA,0,0.232761468,0.004225766,0.221460376,18.99641577,32.97491039,62.96296296,49.22341697,44.38470729,69.10216718,NA,18.86792453,9.557945042,10.09557945,55.37634409
"030300020503","Cane Creek",45,"NC",53664.3478026738,101641882.663958,"060101080204",66,"NC",0.729451396,0.164852031,0.713537379,0.684322243,0.804753677,0.613212181,0.831431501,NA,0.25,0.079796423,0.164759671,44.03669725,44.40366972,22.93577982,27.70642202,29.5412844,32.47706422,88.0733945,NA,60,69.72477064,45.13761468,0.622474958,0.108633809,0.764830018,0.668791663,0.782669684,0.770483423,NA,0.1256,0.25,0.024617716,0.05128371,14.99402628,10.63321386,49.70131422,14.63560335,29.86857826,49.65944272,NA,25.31446541,36.14097969,36.55913978,9.08004779
"030300020506","Marys Creek-Haw River",45,"NC",65442.5515006475,74855896.623537,"030300020506",45,"NC",0.636325018,0.139983345,0.778072357,0.589435446,0.873905084,0.796355465,0.143856737,NA,0.253557136,0.0155332,0.1508597,19.98987854,20.90080972,35.67813765,10.0708502,43.11740891,45.59270517,13.52730985,NA,57.18623482,37.39878543,23.88663968,0.823382688,0.12404314,0.735157055,0.748915592,0.91712588,0.715714912,NA,1,0.25704734,0.024837719,0.09024436,65.05376344,18.04062127,37.39545998,40.44205496,75.56750299,34.92260062,NA,100,52.03106332,36.6786141,23.41696535
"030300020507","Collins Creek",45,"NC",41998.469453848,50677794.690855,"030300020507",45,"NC",0.699310653,0.152741528,0.859385742,0.746977495,0.921160236,0.834977704,0.13405209,NA,0.266618032,0.014550208,0.177056345,35.57692308,26.72064777,65.89068826,47.36842105,64.62550607,57.04154002,11.79173047,NA,69.48380567,35.98178138,30.81983806,0.65162601,0.133677068,0.78930793,0.7622419,0.950701732,0.755878487,NA,0,0.280725373,0.014406271,0.10589956,19.95221027,22.40143369,60.33452808,45.69892473,87.27598566,45.20123839,NA,18.86792453,71.26642772,25.74671446,29.03225806
"030300020509","Terrells Creek-Haw River",45,"NC",66457.464782543,76948215.3196805,"030300020509",45,"NC",0.735880978,0.135311653,0.877657193,0.806301317,0.961253603,0.898177733,0.136015043,NA,0.254001779,0.015833629,0.136099552,50.10121457,17.71255061,72.87449393,70.09109312,85.62753036,78.06484296,12.04696274,NA,58.95748988,38.10728745,19.68623482,0.686480525,0.118862243,0.803394727,0.810556686,0.965350512,0.821600701,NA,0.0315,0.257928258,0.01740503,0.08125344,25.92592593,15.83034648,67.02508961,68.27956989,91.57706093,65.57275542,NA,23.42767296,53.7037037,28.85304659,19.83273596
"030300020601","Headwaters New Hope Creek",45,"NC",73547.4575544251,134764128.809367,"030300020601",45,"NC",0.580439251,0.246231018,0.686988064,0.705548265,0.846105724,0.599733155,0.063821046,NA,0.372808321,0.250263576,0.115621156,13.15789474,61.33603239,16.548583,32.23684211,34.05870445,13.4751773,3.471158754,NA,86.18421053,92.96558704,14.9291498,0.740033479,0.275586962,0.588673561,0.719345325,0.894002706,0.511245801,NA,0.9869,0.45848322,0.299347287,0.06893038,37.6344086,73.59617682,7.765830346,27.95698925,65.94982079,8.792569659,NA,50.62893082,92.53285544,94.14575866,14.87455197
"030300020603","Little Creek",45,"NC",50490.3209817317,65254330.2257873,"030202011005",45,"NC",0.490668323,0.386120451,0.642241944,0.536826005,0.544600243,0.529510902,0.200162521,NA,0.568579212,0.270907996,0.318874146,7.085020243,91.90283401,11.74089069,5.870445344,2.024291498,10.28368794,23.88973966,NA,94.58502024,94.18016194,56.12348178,0.516457813,0.343438715,0.578051698,0.681315159,0.884701089,0.438221119,NA,0,0.700463011,0.137869507,0.191983628,5.436081243,87.27598566,7.467144564,17.14456392,62.42532855,6.253869969,NA,18.86792453,97.6702509,79.03225806,50.35842294
"030300020603","Little Creek",45,"NC",50490.3209817317,65254330.2257873,"030300020603",45,"NC",0.422957938,0.322558944,0.485065188,0.597333405,0.737582741,0.259155226,0.035653133,NA,0.457190982,0.328444031,0.18204182,4.858299595,81.93319838,5.36437247,10.93117409,14.17004049,4.761904762,2.143950995,NA,90.48582996,95.5465587,32.69230769,0.428011532,0.350410956,0.362064746,0.634101298,0.767165524,0.157076092,NA,0.21965,0.596029117,0.345814234,0.109389517,1.971326165,88.47072879,2.090800478,9.677419355,26.76224612,2.105263158,NA,27.20125786,95.8781362,95.99761051,30.28673835
"030300020604","New Hope Creek-B Everett Jordan Lake",45,"NC",56286.1298870796,49021082.5990682,"030300020604",45,"NC",0.516455599,0.238167527,0.700315413,0.757554645,0.66511929,0.459288649,0,NA,0.410887348,0.136333559,0.167281673,8.502024291,58.29959514,18.72469636,51.26518219,7.236842105,8.358662614,0.66360388,NA,88.15789474,85.62753036,28.74493927,0.491459944,0.27973035,0.543728826,0.741278929,0.78644553,0.365196436,NA,0.02065,0.598012141,0.140780312,0.100398597,3.823178017,74.55197133,5.973715651,36.43966547,31.06332139,4.705882353,NA,23.03459119,95.93787336,79.62962963,27.65830346
"030300020606","University Lake",45,"NC",51282.3599875335,77092282.8033827,"030300020606",45,"NC",0.671832138,0.164524256,0.734506547,0.743569357,0.875637277,0.785822127,0.219625382,NA,0.312242376,0.055070938,0.126259454,27.73279352,33.09716599,25.10121457,46.30566802,43.82591093,42.19858156,28.38182746,NA,80.92105263,68.82591093,17.20647773,0.802777692,0.164710795,0.661953578,0.760229273,0.886944401,0.704761209,NA,1,0.363353863,0.055519029,0.075259494,57.64635603,38.76941458,18.51851852,45.28076464,63.38112306,32.07430341,NA,100,87.27598566,57.40740741,17.50298686
"030300020607","Morgan Creek",45,"NC",51645.9627477522,77193906.2190625,"030300020607",45,"NC",0.54197666,0.218068126,0.641696543,0.707685346,0.718260514,0.575155367,0.067085532,NA,0.336749694,0.209213601,0.108241082,9.817813765,52.0242915,11.6902834,32.94534413,12.14574899,12.05673759,3.726391016,NA,83.40080972,91.19433198,13.05668016,0.540724424,0.255695138,0.515387346,0.697515973,0.771381639,0.485687162,NA,0.23365,0.462117758,0.240532735,0.064434921,6.51135006,68.51851852,4.898446834,20.54958184,27.65830346,7.554179567,NA,27.51572327,92.65232975,90.91995221,12.54480287
"030300020701","Dry Creek-Haw River",45,"NC",75867.5478154016,90459248.6562259,"030300020701",45,"NC",0.747050267,0.256419619,0.869836808,0.790226715,0.921863271,0.912222183,0.241102358,NA,0.35339432,0.013611258,0.402253278,55.11133603,65.38461538,69.63562753,63.96761134,65.28340081,82.26950355,32.56763655,NA,84.51417004,33.95748988,64.5242915,0.670257188,0.214219118,0.800958116,0.789974874,0.924147311,0.836205638,NA,0,0.382280948,0.019416169,0.240960238,23.29749104,58.54241338,66.18876941,58.2437276,78.07646356,69.84520124,NA,18.86792453,89.06810036,31.78016726,57.70609319
